dataset,count,pesq_wb_mean,pesq_wb_std,lag_samples_16k_mean
stft_invert_dec,23,4.641940655915634,0.0008959321766140938,0.0
stft_invert_enc,23,1.0389915704727173,0.008837823491915964,54.95652173913044
stft_shuffle_dec,23,4.641940655915634,0.0008959321766140938,0.0
stft_shuffle_enc,23,1.27878242990245,0.2263295671276112,151.7826086956522
